card_id,customer_id,card_brand,card_type,card_number_last_4,card_number_hash,cardholder_name,expiry_month,expiry_year,is_default,card_status,issued_date,created_at
CARD_00000178,CUST_000109,Visa,Business,3432,hash_9211691315793432,Meagan Trevino,5,2030,True,Active,2024-06-29,2026-03-10 09:14:45.666093
CARD_00000179,CUST_000109,American Express,Business,5776,hash_7796033495315776,Meagan Trevino,6,2026,False,Active,2024-07-12,2026-03-10 09:14:45.666875
CARD_00000180,CUST_000110,Mastercard,Credit,6947,hash_4597726006986947,Ashley Knight,2,2025,True,Active,2023-10-07,2026-03-10 09:14:45.667692
CARD_00000181,CUST_000110,American Express,Credit,4185,hash_1270966087394185,Ashley Knight,3,2028,False,Active,2022-05-23,2026-03-10 09:14:45.668504
CARD_00000182,CUST_000111,Discover,Business,5367,hash_6638700452895367,Warren Taylor,9,2029,True,Blocked,2025-12-13,2026-03-10 09:14:45.669624
CARD_00000183,CUST_000111,Visa,Business,2920,hash_4225155767852920,Warren Taylor,11,2031,False,Expired,2023-01-21,2026-03-10 09:14:45.670403
CARD_00000184,CUST_000112,American Express,Credit,3053,hash_8849365391033053,Stacey Robinson,1,2025,True,Active,2023-06-13,2026-03-10 09:14:45.672144
CARD_00000185,CUST_000113,Mastercard,Debit,5106,hash_7167796408615106,Alexa Wood,2,2029,True,Active,2025-12-21,2026-03-10 09:14:45.673099
CARD_00000186,CUST_000114,American Express,Credit,3083,hash_4460723839463083,Cheryl Braun,9,2030,True,Blocked,2022-12-20,2026-03-10 09:14:45.673902
CARD_00000187,CUST_000115,Discover,Debit,0094,hash_1808877079260094,Christopher Baker,5,2031,True,Active,2022-12-30,2026-03-10 09:14:45.674841
CARD_00000188,CUST_000116,Discover,Debit,7260,hash_2578022704217260,Samantha Dunn,6,2027,True,Blocked,2025-09-17,2026-03-10 09:14:45.675660
CARD_00000189,CUST_000117,American Express,Debit,0836,hash_6423359039390836,Carlos Schultz,12,2030,True,Blocked,2023-12-02,2026-03-10 09:14:45.676504
CARD_00000190,CUST_000117,Visa,Credit,5877,hash_2770917077135877,Carlos Schultz,7,2030,False,Active,2022-11-09,2026-03-10 09:14:45.677289
CARD_00000191,CUST_000118,Visa,Debit,2902,hash_7598937922742902,Travis Joyce,12,2025,True,Active,2026-02-26,2026-03-10 09:14:45.678184
CARD_00000192,CUST_000119,Visa,Debit,4830,hash_1363660581294830,Shannon Duncan,4,2030,True,Expired,2025-01-14,2026-03-10 09:14:45.679014
CARD_00000193,CUST_000119,Visa,Business,5063,hash_0359938478945063,Shannon Duncan,11,2026,False,Active,2025-05-03,2026-03-10 09:14:45.679815
CARD_00000194,CUST_000119,Discover,Debit,4754,hash_7198307649464754,Shannon Duncan,9,2027,False,Active,2022-10-06,2026-03-10 09:14:45.680609
CARD_00000195,CUST_000120,Discover,Credit,6380,hash_2697598694716380,Shannon Cook,7,2030,True,Active,2022-05-01,2026-03-10 09:14:45.681430
CARD_00000196,CUST_000120,Discover,Debit,0590,hash_0895940552700590,Shannon Cook,6,2025,False,Expired,2025-11-01,2026-03-10 09:14:45.682218
CARD_00000197,CUST_000121,Mastercard,Debit,8194,hash_7504725459068194,Catherine Foster,10,2028,True,Active,2023-03-31,2026-03-10 09:14:45.683029
CARD_00000198,CUST_000121,Visa,Credit,3329,hash_1130866220223329,Catherine Foster,12,2029,False,Active,2023-01-06,2026-03-10 09:14:45.683814
CARD_00000199,CUST_000122,Discover,Business,7786,hash_2359437391257786,David Roberson,2,2031,True,Active,2023-07-04,2026-03-10 09:14:45.684654
CARD_00000200,CUST_000122,Discover,Debit,5793,hash_8295114461645793,David Roberson,7,2030,False,Active,2024-02-18,2026-03-10 09:14:45.685432
CARD_00000201,CUST_000122,Discover,Debit,3082,hash_7984935729033082,David Roberson,5,2030,False,Active,2023-06-07,2026-03-10 09:14:45.686528
CARD_00000202,CUST_000123,Mastercard,Credit,6924,hash_3569286010886924,Lauren Harper,4,2031,True,Blocked,2022-12-19,2026-03-10 09:14:45.688490
CARD_00000203,CUST_000123,Visa,Business,1924,hash_1789989688231924,Lauren Harper,5,2030,False,Active,2023-04-25,2026-03-10 09:14:45.690124
CARD_00000204,CUST_000123,Mastercard,Business,8936,hash_1891502124958936,Lauren Harper,6,2026,False,Active,2023-12-01,2026-03-10 09:14:45.690923
CARD_00000205,CUST_000124,Visa,Credit,3546,hash_7667007347493546,Jessica Hall,10,2031,True,Expired,2023-01-26,2026-03-10 09:14:45.691773
CARD_00000206,CUST_000124,Discover,Debit,3151,hash_2332944633853151,Jessica Hall,5,2030,False,Expired,2024-12-23,2026-03-10 09:14:45.692551
CARD_00000207,CUST_000125,Mastercard,Debit,5383,hash_1535333862255383,Thomas Maldonado,9,2028,True,Expired,2022-08-24,2026-03-10 09:14:45.693382
CARD_00000208,CUST_000126,American Express,Debit,2842,hash_4593198963292842,Jacqueline Moody,5,2026,True,Active,2022-04-08,2026-03-10 09:14:45.694199
CARD_00000209,CUST_000127,Mastercard,Debit,0004,hash_7064706436910004,Malik Brown,10,2031,True,Blocked,2023-06-20,2026-03-10 09:14:45.694986
CARD_00000210,CUST_000127,Mastercard,Credit,5358,hash_2971229051015358,Malik Brown,10,2028,False,Expired,2023-03-05,2026-03-10 09:14:45.695792
CARD_00000211,CUST_000128,Discover,Credit,1789,hash_5945583181981789,Lynn Bauer,9,2026,True,Active,2025-01-03,2026-03-10 09:14:45.696572
CARD_00000212,CUST_000128,Mastercard,Credit,3674,hash_3610237518143674,Lynn Bauer,10,2030,False,Active,2024-02-08,2026-03-10 09:14:45.697346
CARD_00000213,CUST_000129,Discover,Credit,3315,hash_1957533537803315,Robert Schultz,3,2031,True,Active,2025-03-23,2026-03-10 09:14:45.698143
CARD_00000214,CUST_000130,Mastercard,Business,5143,hash_4347265066085143,Ricardo Hardin,7,2027,True,Active,2024-08-26,2026-03-10 09:14:45.698944
CARD_00000215,CUST_000131,Visa,Business,5148,hash_2025673248585148,William Walker,8,2031,True,Active,2023-12-15,2026-03-10 09:14:45.699769
CARD_00000216,CUST_000132,American Express,Business,1357,hash_5759232094001357,Brittney Johnson,3,2025,True,Expired,2024-05-01,2026-03-10 09:14:45.700559
CARD_00000217,CUST_000132,Mastercard,Business,4527,hash_3386325258534527,Brittney Johnson,4,2026,False,Active,2025-05-04,2026-03-10 09:14:45.701334
CARD_00000218,CUST_000133,Visa,Business,5350,hash_8372626995125350,Nicholas Escobar,10,2028,True,Active,2025-02-18,2026-03-10 09:14:45.702147
CARD_00000219,CUST_000134,Mastercard,Business,8855,hash_7663895244478855,Kevin Burns,9,2028,True,Active,2025-01-21,2026-03-10 09:14:45.702929
CARD_00000220,CUST_000135,Visa,Business,3202,hash_9586618985203202,Renee Jordan,4,2029,True,Active,2025-08-05,2026-03-10 09:14:45.704054
CARD_00000221,CUST_000135,Mastercard,Credit,5010,hash_2594539568965010,Renee Jordan,9,2026,False,Expired,2024-12-26,2026-03-10 09:14:45.704816
CARD_00000222,CUST_000136,Discover,Business,6182,hash_3004130359306182,Thomas Martin,8,2029,True,Blocked,2023-11-15,2026-03-10 09:14:45.705641
CARD_00000223,CUST_000137,American Express,Credit,1319,hash_8123406968351319,Garrett Phillips,5,2031,True,Active,2025-07-05,2026-03-10 09:14:45.706427
CARD_00000224,CUST_000137,Discover,Debit,4890,hash_9969557752414890,Garrett Phillips,10,2029,False,Active,2025-09-06,2026-03-10 09:14:45.707214
CARD_00000225,CUST_000138,Discover,Business,6154,hash_5460413645126154,Andrea Williams,10,2025,True,Active,2024-06-26,2026-03-10 09:14:45.708047
CARD_00000226,CUST_000139,Visa,Debit,4662,hash_1301751598684662,Robert Miller,7,2025,True,Expired,2025-09-21,2026-03-10 09:14:45.708898
CARD_00000227,CUST_000140,Mastercard,Business,2552,hash_4649496962292552,Megan Brown,3,2031,True,Blocked,2022-04-22,2026-03-10 09:14:45.709737
CARD_00000228,CUST_000140,Discover,Credit,1857,hash_2427628486651857,Megan Brown,1,2029,False,Active,2022-04-29,2026-03-10 09:14:45.710486
CARD_00000229,CUST_000141,Discover,Debit,5481,hash_7708180983865481,Robert Cook,11,2030,True,Active,2024-07-14,2026-03-10 09:14:45.711295
CARD_00000230,CUST_000141,Discover,Debit,7576,hash_8278730381297576,Robert Cook,5,2025,False,Active,2025-07-21,2026-03-10 09:14:45.712045
CARD_00000231,CUST_000141,American Express,Business,9578,hash_1196118622649578,Robert Cook,1,2027,False,Active,2026-01-08,2026-03-10 09:14:45.712815
CARD_00000232,CUST_000142,Mastercard,Business,6552,hash_6023049212756552,Jared Jennings,12,2029,True,Expired,2024-12-15,2026-03-10 09:14:45.713750
CARD_00000233,CUST_000143,Discover,Debit,4866,hash_4880562661604866,Kayla Garcia,11,2029,True,Active,2023-07-10,2026-03-10 09:14:45.714536
CARD_00000234,CUST_000144,Discover,Credit,0634,hash_2961358484970634,Sherry Brock,6,2029,True,Blocked,2025-03-18,2026-03-10 09:14:45.715334
CARD_00000235,CUST_000144,Mastercard,Credit,2642,hash_8189185855172642,Sherry Brock,1,2027,False,Blocked,2025-03-13,2026-03-10 09:14:45.716081
CARD_00000236,CUST_000145,Visa,Debit,5280,hash_2038018126285280,Douglas Huang,10,2027,True,Blocked,2026-01-01,2026-03-10 09:14:45.716886
CARD_00000237,CUST_000146,American Express,Business,3173,hash_1185495869983173,Kristen Graham,9,2031,True,Active,2022-10-14,2026-03-10 09:14:45.717680
CARD_00000238,CUST_000146,Discover,Business,1399,hash_8930283464311399,Kristen Graham,9,2027,False,Active,2024-08-10,2026-03-10 09:14:45.718435
CARD_00000239,CUST_000147,Visa,Business,5766,hash_2493749783615766,Samantha Zuniga,8,2031,True,Expired,2025-11-05,2026-03-10 09:14:45.719208
CARD_00000240,CUST_000148,Mastercard,Business,9652,hash_2468136018969652,Alexander Wong,10,2027,True,Blocked,2023-05-19,2026-03-10 09:14:45.720010
CARD_00000241,CUST_000149,Discover,Business,5362,hash_2527838626025362,Jessica Fox,1,2025,True,Active,2023-10-23,2026-03-10 09:14:45.721607
CARD_00000242,CUST_000149,Visa,Debit,7165,hash_7132906913857165,Jessica Fox,9,2031,False,Active,2025-05-23,2026-03-10 09:14:45.724203
CARD_00000243,CUST_000150,American Express,Debit,3568,hash_2125294576723568,David Jones,1,2029,True,Blocked,2024-08-30,2026-03-10 09:14:45.726925
CARD_00000244,CUST_000150,American Express,Credit,0134,hash_2257605668940134,David Jones,9,2027,False,Active,2022-05-26,2026-03-10 09:14:45.728972
CARD_00000245,CUST_000151,American Express,Debit,5136,hash_2323073611515136,Karla Wilson,8,2031,True,Expired,2022-11-02,2026-03-10 09:14:45.731206
CARD_00000246,CUST_000151,Mastercard,Debit,6685,hash_8177300181156685,Karla Wilson,8,2027,False,Active,2025-12-15,2026-03-10 09:14:45.732909
CARD_00000247,CUST_000152,Mastercard,Debit,9613,hash_8734452419009613,Matthew Vaughn,5,2031,True,Active,2025-08-11,2026-03-10 09:14:45.735191
CARD_00000248,CUST_000153,American Express,Credit,8355,hash_4432847849818355,Danielle Livingston,6,2026,True,Active,2024-12-19,2026-03-10 09:14:45.737036
CARD_00000249,CUST_000153,Mastercard,Debit,8635,hash_0160007331098635,Danielle Livingston,2,2031,False,Active,2022-07-27,2026-03-10 09:14:45.739333
CARD_00000250,CUST_000153,Discover,Debit,9193,hash_7150469016529193,Danielle Livingston,3,2031,False,Active,2024-12-08,2026-03-10 09:14:45.740667
CARD_00000251,CUST_000154,Mastercard,Credit,2725,hash_5590303149892725,Joseph Graves,4,2027,True,Active,2025-01-02,2026-03-10 09:14:45.741669
CARD_00000252,CUST_000154,Visa,Debit,9101,hash_0762586253289101,Joseph Graves,7,2026,False,Active,2024-04-04,2026-03-10 09:14:45.743425
CARD_00000253,CUST_000155,American Express,Credit,4540,hash_7527628121034540,Crystal Howard,3,2025,True,Expired,2024-01-19,2026-03-10 09:14:45.744711
CARD_00000254,CUST_000155,Mastercard,Credit,1362,hash_5790390866461362,Crystal Howard,2,2026,False,Active,2025-12-20,2026-03-10 09:14:45.745696
CARD_00000255,CUST_000156,Discover,Business,0669,hash_5583054952150669,Jesse Jones,7,2031,True,Active,2023-05-28,2026-03-10 09:14:45.746759
CARD_00000256,CUST_000156,Visa,Credit,9226,hash_0368416906569226,Jesse Jones,2,2025,False,Active,2022-06-18,2026-03-10 09:14:45.747557
CARD_00000257,CUST_000157,American Express,Debit,4009,hash_1680356969134009,Matthew Martinez,3,2031,True,Active,2024-03-02,2026-03-10 09:14:45.748403
CARD_00000258,CUST_000157,Visa,Debit,9098,hash_7801913168659098,Matthew Martinez,5,2027,False,Active,2023-04-23,2026-03-10 09:14:45.750066
CARD_00000259,CUST_000158,American Express,Credit,0041,hash_7700748187830041,Caitlyn Love,8,2026,True,Expired,2022-12-27,2026-03-10 09:14:45.750923
CARD_00000260,CUST_000159,Visa,Credit,1377,hash_7901934108031377,Sara Thompson,11,2028,True,Active,2022-05-07,2026-03-10 09:14:45.751769
CARD_00000261,CUST_000160,Discover,Credit,2109,hash_4629398990142109,David Schwartz,3,2025,True,Blocked,2023-06-22,2026-03-10 09:14:45.752597
CARD_00000262,CUST_000161,Mastercard,Debit,7500,hash_2069273345637500,Arthur Schmidt,9,2026,True,Expired,2023-01-26,2026-03-10 09:14:45.753400
CARD_00000263,CUST_000161,Mastercard,Debit,2339,hash_6536899609832339,Arthur Schmidt,11,2026,False,Active,2025-10-07,2026-03-10 09:14:45.754301
CARD_00000264,CUST_000162,American Express,Business,0133,hash_0719437198660133,Patricia Cook,11,2030,True,Blocked,2023-07-17,2026-03-10 09:14:45.755121
CARD_00000265,CUST_000162,American Express,Credit,2762,hash_7132153513542762,Patricia Cook,6,2028,False,Active,2022-06-08,2026-03-10 09:14:45.755986
CARD_00000266,CUST_000162,American Express,Debit,0947,hash_4642946448250947,Patricia Cook,5,2025,False,Active,2022-11-06,2026-03-10 09:14:45.756805
CARD_00000267,CUST_000163,Visa,Debit,2206,hash_2669561899002206,Brian Watson,4,2026,True,Active,2023-02-27,2026-03-10 09:14:45.757669
CARD_00000268,CUST_000163,American Express,Credit,7288,hash_4583142109157288,Brian Watson,2,2026,False,Blocked,2024-06-20,2026-03-10 09:14:45.758475
CARD_00000269,CUST_000164,Mastercard,Debit,7668,hash_3739514541637668,Robert Cooper,1,2026,True,Expired,2025-07-25,2026-03-10 09:14:45.759326
CARD_00000270,CUST_000165,Mastercard,Business,7475,hash_9695021572977475,Jasmine Wade,5,2025,True,Active,2025-07-21,2026-03-10 09:14:45.760161
CARD_00000271,CUST_000166,American Express,Business,1837,hash_7839983999861837,Mark Franklin,7,2029,True,Active,2025-09-26,2026-03-10 09:14:45.760978
CARD_00000272,CUST_000167,Mastercard,Debit,4963,hash_1041322151774963,Keith Shaffer,1,2027,True,Active,2023-09-30,2026-03-10 09:14:45.761841
CARD_00000273,CUST_000167,Discover,Debit,5071,hash_3078392142965071,Keith Shaffer,5,2025,False,Active,2022-05-21,2026-03-10 09:14:45.762640
CARD_00000274,CUST_000168,Discover,Business,1469,hash_9522979911451469,Stephanie Flowers,10,2028,True,Blocked,2022-11-18,2026-03-10 09:14:45.763485
CARD_00000275,CUST_000168,American Express,Debit,2345,hash_8449384197672345,Stephanie Flowers,1,2028,False,Expired,2022-11-16,2026-03-10 09:14:45.764284
CARD_00000276,CUST_000169,Discover,Business,0845,hash_4067637498940845,Alyssa Mayer,4,2030,True,Expired,2025-08-27,2026-03-10 09:14:45.765097
CARD_00000277,CUST_000170,American Express,Debit,7429,hash_1699953406787429,Kathryn Peterson,11,2025,True,Expired,2024-07-25,2026-03-10 09:14:45.765952
CARD_00000278,CUST_000170,American Express,Business,3428,hash_2529531738613428,Kathryn Peterson,5,2026,False,Active,2024-10-11,2026-03-10 09:14:45.766740
CARD_00000279,CUST_000170,Mastercard,Debit,6907,hash_6183819341906907,Kathryn Peterson,3,2030,False,Active,2023-05-19,2026-03-10 09:14:45.767507
CARD_00000280,CUST_000171,American Express,Credit,7672,hash_5653083661077672,Anthony Thomas,11,2026,True,Blocked,2023-12-25,2026-03-10 09:14:45.768315
CARD_00000281,CUST_000171,Discover,Business,0647,hash_9833250518160647,Anthony Thomas,4,2031,False,Active,2023-11-07,2026-03-10 09:14:45.769117
CARD_00000282,CUST_000172,Visa,Business,3326,hash_4364401421333326,Jennifer Miller,9,2028,True,Active,2023-08-17,2026-03-10 09:14:45.769933
CARD_00000283,CUST_000172,American Express,Debit,2470,hash_1469986499952470,Jennifer Miller,12,2025,False,Expired,2022-12-16,2026-03-10 09:14:45.771178
CARD_00000284,CUST_000173,Discover,Debit,0700,hash_0804983752310700,Mary Hardy,4,2026,True,Active,2024-02-04,2026-03-10 09:14:45.772092
CARD_00000285,CUST_000173,American Express,Credit,7415,hash_0694763355847415,Mary Hardy,9,2029,False,Active,2025-05-20,2026-03-10 09:14:45.772923
CARD_00000286,CUST_000174,Visa,Credit,4766,hash_9428728563314766,Tracy Green,6,2027,True,Active,2023-08-15,2026-03-10 09:14:45.773778
CARD_00000287,CUST_000174,Visa,Business,8013,hash_6801227659938013,Tracy Green,3,2025,False,Active,2025-04-16,2026-03-10 09:14:45.774634
CARD_00000288,CUST_000175,Visa,Business,3274,hash_6063735843783274,Brittany Anderson,2,2026,True,Blocked,2025-11-23,2026-03-10 09:14:45.776158
CARD_00000289,CUST_000176,Discover,Debit,4009,hash_7260087252304009,Lisa Contreras,11,2027,True,Blocked,2025-05-24,2026-03-10 09:14:45.776951
CARD_00000290,CUST_000177,Mastercard,Debit,8722,hash_1601751631588722,Lawrence Perry,2,2029,True,Blocked,2026-02-09,2026-03-10 09:14:45.777754
CARD_00000291,CUST_000177,Mastercard,Debit,0689,hash_6381563563780689,Lawrence Perry,5,2028,False,Blocked,2025-05-31,2026-03-10 09:14:45.778501
CARD_00000292,CUST_000178,Mastercard,Debit,1515,hash_1199036826661515,Steven Castro,10,2027,True,Blocked,2022-11-12,2026-03-10 09:14:45.779273
CARD_00000293,CUST_000178,Discover,Credit,6713,hash_5141225592206713,Steven Castro,10,2031,False,Blocked,2023-01-13,2026-03-10 09:14:45.780057
CARD_00000294,CUST_000178,American Express,Business,2384,hash_5249824753722384,Steven Castro,8,2030,False,Blocked,2023-01-16,2026-03-10 09:14:45.780816
CARD_00000295,CUST_000179,American Express,Business,1395,hash_3503702081831395,Tyler Davis,11,2031,True,Blocked,2022-10-03,2026-03-10 09:14:45.781643
CARD_00000296,CUST_000180,Mastercard,Business,7522,hash_7436688479087522,Hannah Mccormick,8,2029,True,Expired,2024-05-26,2026-03-10 09:14:45.782440
CARD_00000297,CUST_000181,American Express,Debit,1866,hash_9312761583811866,Robert Daniel,1,2029,True,Expired,2022-11-03,2026-03-10 09:14:45.783239
CARD_00000298,CUST_000181,Mastercard,Debit,0514,hash_6551538074030514,Robert Daniel,7,2026,False,Expired,2024-11-02,2026-03-10 09:14:45.784036
CARD_00000299,CUST_000182,American Express,Debit,4646,hash_2991605521184646,Rebecca Mccann,4,2029,True,Active,2025-07-24,2026-03-10 09:14:45.784855
CARD_00000300,CUST_000182,American Express,Credit,5926,hash_9694546149285926,Rebecca Mccann,4,2030,False,Blocked,2023-03-08,2026-03-10 09:14:45.785628
CARD_00000301,CUST_000182,Discover,Business,2608,hash_0590465131022608,Rebecca Mccann,11,2030,False,Active,2022-03-24,2026-03-10 09:14:45.786447
CARD_00000302,CUST_000183,Mastercard,Credit,5029,hash_9481159135405029,Theresa Young,5,2030,True,Expired,2022-10-07,2026-03-10 09:14:45.787489
CARD_00000303,CUST_000184,Mastercard,Credit,5599,hash_5974042376415599,William Conrad,11,2030,True,Active,2022-04-04,2026-03-10 09:14:45.788544
CARD_00000304,CUST_000184,Discover,Credit,3791,hash_7704654725473791,William Conrad,9,2029,False,Active,2022-10-04,2026-03-10 09:14:45.789624
CARD_00000305,CUST_000185,American Express,Credit,4088,hash_5335456687554088,Stephen Rodriguez,9,2031,True,Active,2023-08-04,2026-03-10 09:14:45.790914
CARD_00000306,CUST_000185,Mastercard,Credit,8840,hash_2076496938918840,Stephen Rodriguez,7,2026,False,Expired,2023-11-23,2026-03-10 09:14:45.791714
CARD_00000307,CUST_000186,American Express,Credit,6730,hash_9541991615436730,Mark Williams,1,2025,True,Expired,2024-08-17,2026-03-10 09:14:45.792542
CARD_00000308,CUST_000186,Discover,Business,3702,hash_3826759079273702,Mark Williams,6,2031,False,Active,2022-08-24,2026-03-10 09:14:45.793339
CARD_00000309,CUST_000187,American Express,Credit,1666,hash_0923429116891666,Marilyn Hunt,3,2028,True,Active,2023-02-07,2026-03-10 09:14:45.794193
CARD_00000310,CUST_000188,Visa,Credit,3868,hash_1863314307253868,Charles Williams,10,2027,True,Active,2023-01-21,2026-03-10 09:14:45.795093
CARD_00000311,CUST_000189,American Express,Business,1514,hash_3443333341181514,Steve Sullivan,4,2028,True,Expired,2025-12-02,2026-03-10 09:14:45.795918
CARD_00000312,CUST_000190,American Express,Business,9231,hash_4028041302969231,John Phillips,3,2025,True,Expired,2022-03-25,2026-03-10 09:14:45.796744
CARD_00000313,CUST_000191,Visa,Debit,8003,hash_3662409990498003,Maurice Hall,4,2026,True,Active,2023-03-01,2026-03-10 09:14:45.797589
CARD_00000314,CUST_000191,Mastercard,Business,2195,hash_1857931180622195,Maurice Hall,10,2026,False,Blocked,2022-04-13,2026-03-10 09:14:45.798370
CARD_00000315,CUST_000192,Mastercard,Credit,4890,hash_8853603471454890,Matthew Wilson,3,2030,True,Active,2023-02-13,2026-03-10 09:14:45.799254
CARD_00000316,CUST_000192,Discover,Business,6815,hash_9889123826266815,Matthew Wilson,9,2028,False,Blocked,2023-01-10,2026-03-10 09:14:45.800023
CARD_00000317,CUST_000193,Discover,Credit,6229,hash_1499978146556229,Mary Wells,9,2030,True,Active,2023-04-08,2026-03-10 09:14:45.800857
CARD_00000318,CUST_000193,Mastercard,Business,7354,hash_9090316191437354,Mary Wells,11,2030,False,Expired,2023-12-04,2026-03-10 09:14:45.801607
CARD_00000319,CUST_000194,Visa,Business,6792,hash_7188237824726792,Teresa Barnes,2,2026,True,Blocked,2024-03-06,2026-03-10 09:14:45.802475
CARD_00000320,CUST_000195,American Express,Business,0945,hash_2420669749440945,Daniel Brown,12,2025,True,Active,2024-01-24,2026-03-10 09:14:45.803313
CARD_00000321,CUST_000195,American Express,Credit,5159,hash_1149609005105159,Daniel Brown,8,2026,False,Blocked,2022-06-23,2026-03-10 09:14:45.805285
CARD_00000322,CUST_000196,Mastercard,Credit,6718,hash_6955559625266718,Bryan Beasley,5,2025,True,Active,2025-04-23,2026-03-10 09:14:45.807548
CARD_00000323,CUST_000197,American Express,Credit,5602,hash_3181291252975602,Todd Moody,3,2026,True,Blocked,2025-02-17,2026-03-10 09:14:45.809386
CARD_00000324,CUST_000198,Discover,Business,3692,hash_2834018147253692,Jasmine Armstrong,6,2031,True,Active,2022-09-16,2026-03-10 09:14:45.810957
CARD_00000325,CUST_000198,Mastercard,Debit,2980,hash_8902176152792980,Jasmine Armstrong,5,2027,False,Active,2025-01-14,2026-03-10 09:14:45.812157
CARD_00000326,CUST_000198,Discover,Debit,7932,hash_8564804956307932,Jasmine Armstrong,12,2031,False,Expired,2026-01-07,2026-03-10 09:14:45.813253
CARD_00000327,CUST_000199,Visa,Debit,7821,hash_4201706426817821,Lindsay Lawson,7,2029,True,Expired,2024-01-03,2026-03-10 09:14:45.814276
CARD_00000328,CUST_000200,American Express,Credit,2002,hash_4353181895882002,Karen Willis,5,2029,True,Active,2025-07-08,2026-03-10 09:14:45.815185
CARD_00000329,CUST_000200,Discover,Debit,7750,hash_2241568524347750,Karen Willis,8,2026,False,Blocked,2024-02-16,2026-03-10 09:14:45.815976
CARD_00000330,CUST_000200,Visa,Debit,4589,hash_9687871611304589,Karen Willis,8,2026,False,Blocked,2023-09-28,2026-03-10 09:14:45.816755
CARD_00000331,CUST_000201,American Express,Credit,8093,hash_6291640084068093,Susan Peters,3,2029,True,Active,2026-02-26,2026-03-10 09:14:45.817577
CARD_00000332,CUST_000201,Mastercard,Debit,7413,hash_6067180502527413,Susan Peters,9,2028,False,Expired,2025-08-28,2026-03-10 09:14:45.818347
CARD_00000333,CUST_000202,Visa,Credit,8573,hash_9062972041308573,Susan Murphy,9,2026,True,Expired,2022-03-26,2026-03-10 09:14:45.819174
CARD_00000334,CUST_000203,Visa,Debit,5697,hash_3560604519895697,Lindsey Walker,11,2031,True,Active,2024-01-18,2026-03-10 09:14:45.819961
CARD_00000335,CUST_000204,Mastercard,Credit,7359,hash_3975831149827359,Erin Owens,6,2027,True,Blocked,2025-10-29,2026-03-10 09:14:45.820785
CARD_00000336,CUST_000204,American Express,Debit,3351,hash_2063624419133351,Erin Owens,6,2031,False,Active,2024-01-02,2026-03-10 09:14:45.821971
CARD_00000337,CUST_000205,American Express,Credit,2467,hash_7174161592822467,Susan Wall,12,2027,True,Expired,2022-10-16,2026-03-10 09:14:45.822816
CARD_00000338,CUST_000206,Discover,Business,2449,hash_2543164378822449,Matthew Pace,2,2025,True,Active,2025-06-27,2026-03-10 09:14:45.823642
CARD_00000339,CUST_000206,Discover,Credit,5275,hash_0155231160605275,Matthew Pace,11,2026,False,Active,2024-03-22,2026-03-10 09:14:45.824593
CARD_00000340,CUST_000207,Mastercard,Debit,9239,hash_5570187664159239,Brian Hunter,12,2027,True,Active,2024-10-12,2026-03-10 09:14:45.825688
CARD_00000341,CUST_000207,American Express,Business,7698,hash_7795473340017698,Brian Hunter,5,2026,False,Blocked,2024-10-12,2026-03-10 09:14:45.826694
CARD_00000342,CUST_000207,American Express,Business,2993,hash_6641539186542993,Brian Hunter,3,2028,False,Expired,2023-08-31,2026-03-10 09:14:45.827491
CARD_00000343,CUST_000208,Discover,Business,2667,hash_1929821898382667,James Willis,10,2031,True,Active,2025-05-19,2026-03-10 09:14:45.828314
CARD_00000344,CUST_000209,Mastercard,Business,7181,hash_4092524811557181,Louis Jordan,1,2026,True,Expired,2025-08-25,2026-03-10 09:14:45.829100
CARD_00000345,CUST_000209,American Express,Debit,8918,hash_5057203074078918,Louis Jordan,8,2031,False,Expired,2023-07-12,2026-03-10 09:14:45.829902
CARD_00000346,CUST_000210,Discover,Business,7547,hash_1826715762057547,Richard Morse,2,2031,True,Active,2023-03-31,2026-03-10 09:14:45.830690
CARD_00000347,CUST_000210,American Express,Debit,7280,hash_0358004944957280,Richard Morse,4,2025,False,Active,2026-01-03,2026-03-10 09:14:45.831447
CARD_00000348,CUST_000210,Discover,Debit,4967,hash_8082980085364967,Richard Morse,8,2025,False,Blocked,2025-05-15,2026-03-10 09:14:45.832226
CARD_00000349,CUST_000211,Discover,Debit,6666,hash_7235633657096666,Michael Miller,10,2030,True,Active,2022-06-06,2026-03-10 09:14:45.833029
CARD_00000350,CUST_000211,American Express,Credit,3948,hash_8166387011703948,Michael Miller,7,2030,False,Expired,2022-12-04,2026-03-10 09:14:45.833800
CARD_00000351,CUST_000211,Mastercard,Credit,2646,hash_6449548226652646,Michael Miller,2,2030,False,Blocked,2023-05-15,2026-03-10 09:14:45.834595
CARD_00000352,CUST_000212,Mastercard,Business,7554,hash_0976901302777554,Zachary Hartman,9,2028,True,Blocked,2024-11-30,2026-03-10 09:14:45.835393
CARD_00000353,CUST_000212,Visa,Debit,1575,hash_6086986159321575,Zachary Hartman,9,2030,False,Active,2023-10-06,2026-03-10 09:14:45.836165
CARD_00000354,CUST_000213,American Express,Debit,9557,hash_9359784534689557,Crystal Morrison,11,2028,True,Expired,2023-01-31,2026-03-10 09:14:45.837153
CARD_00000355,CUST_000214,Discover,Debit,6582,hash_5705116905676582,Michele Jenkins,11,2030,True,Active,2022-06-05,2026-03-10 09:14:45.838219
